session,method,gender,emotion,n_annotators,agreement,path,absolute_path,emotion_label
1,script,1,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M012.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M012.wav,1
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M013.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M014.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M015.wav,0
1,script,1,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M016.wav,6
1,script,1,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M018.wav,1
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M020.wav,0
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M021.wav,0
1,script,1,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M022.wav,1
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M023.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M024.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M025.wav,0
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M026.wav,0
1,script,1,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M027.wav,1
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M029.wav,0
1,script,1,sur,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M030.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M030.wav,2
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M031.wav,0
1,script,1,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M032.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M033.wav,0
1,script,1,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M034.wav,0
1,script,1,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M035.wav,6
1,script,1,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M036.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M036.wav,4
1,script,1,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M038.wav,6
1,script,1,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M040.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M040.wav,6
1,script,1,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M043.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M043.wav,4
1,script,1,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M044.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_script02_1\Ses01F_script02_1_M044.wav,4
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F000.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F001.wav,0
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F002.wav,1
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F005.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F006.wav,0
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F007.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F007.wav,1
1,impro,1,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F009.wav,0
1,impro,1,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F013.wav,0
1,impro,1,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F014.wav,0
1,impro,1,fru,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F016.wav,1
1,impro,1,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F017.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F018.wav,1
1,impro,1,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F019.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F019.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F021.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F022.wav,1
1,impro,1,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F023.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F024.wav,1
1,impro,1,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F025.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F026.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F027.wav,1
1,impro,1,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F028.wav,3
1,impro,1,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F029.wav,3
1,impro,1,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F030.wav,3
1,impro,1,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F031.wav,3
1,impro,1,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F032.wav,3
1,impro,1,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_F033.wav,3
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M000.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M001.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M002.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M003.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M004.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M005.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M006.wav,0
1,impro,1,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M007.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M008.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M009.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M010.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M011.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M012.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M013.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M014.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M015.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M016.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M017.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M018.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M019.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M020.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M021.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M022.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M023.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M024.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M025.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M026.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M027.wav,0
1,impro,1,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M028.wav,0
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M029.wav,1
1,impro,1,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M030.wav,1
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M031.wav,0
1,impro,1,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M032.wav,0
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M034.wav,1
1,impro,1,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01F_impro04\Ses01F_impro04_M035.wav,1
1,script,0,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F000.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_F000.wav,1
1,script,0,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F001.wav,E:\Final-year-project\AI-PublicSpeaking-Anxiety\datasets\Session1\sentences\wav\Ses01M_script01_1\Ses01M_script01_1_F001.wav,2
